
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	. CoreGPIO_OUT_C0, 4, 2, 0, 0, 0, 0, 0, 0, 0
.	.	. CoreGPIO_OUT_C0_CoreGPIO_OUT_C0_0_CoreGPIO_Z8, 4, 2, 0, 0, 0, 0, 0, 0, 0
.	. CoreJTAGDebug_TRST_C0, 17, 118, 0, 0, 0, 0, 0, 2, 0
.	.	. COREJTAGDEBUG_Z9, 17, 118, 0, 0, 0, 0, 0, 2, 0
.	.	.	. COREJTAGDEBUG_UJ_JTAG_26s_0s_34s_85_0_0, 17, 113, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. corejtagdebug_bufd_34s, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. corejtagdebug_bufd_34s_0, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. corejtagdebug_bufd_34s_2, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	. CoreRESET_PF_C0, 16, 1, 0, 0, 0, 0, 0, 0, 0
.	.	. CoreRESET_PF_C0_CoreRESET_PF_C0_0_CORERESET_PF, 16, 1, 0, 0, 0, 0, 0, 0, 0
.	. CoreTimer_C0, 118, 86, 44, 0, 0, 0, 0, 0, 0
.	.	. CoreTimer_32s_1s_19s_0s_BaseDesign_0, 118, 86, 44, 0, 0, 0, 0, 0, 0
.	. CoreTimer_C1, 118, 84, 44, 0, 0, 0, 0, 0, 0
.	.	. CoreTimer_32s_1s_19s_0s_BaseDesign, 118, 84, 44, 0, 0, 0, 0, 0, 0
.	. CoreUARTapb_C0, 114, 131, 19, 0, 0, 0, 0, 0, 0
.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_CoreUARTapb_Z10, 114, 131, 19, 0, 0, 0, 0, 0, 0
.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_COREUART_0s_0s_0s_26s_0s_0s, 90, 105, 19, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Clock_gen_0s_0s, 19, 10, 14, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Rx_async_0s_0s_0s_1s_2s_3s, 41, 67, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Tx_async_0s_0s_0s_1s_2s_3s_4s_5s_6s, 21, 23, 5, 0, 0, 0, 0, 0, 0
.	. MIV_RV32IMAF_L1_AHB_C0, 8948, 15897, 4053, 0, 6, 22, 6, 0, 0
.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_32768_0_0s_26s_0s, 8948, 15897, 4053, 0, 6, 22, 6, 0, 0
.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ROCKET_SYSTEM_0s, 8946, 15897, 4053, 0, 6, 22, 6, 0, 0
.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV, 6197, 11698, 3429, 0, 6, 22, 6, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_DCACHE_DCACHE_0s_1s, 404, 818, 207, 0, 0, 17, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_AMOALU, 0, 173, 64, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ARBITER, 0, 108, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ARBITER_1, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_DCACHE_DATA_ARRAY_0s, 13, 135, 75, 0, 0, 16, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_DATA_ARRAYS_0_0s, 13, 33, 75, 0, 0, 16, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_DATA_ARRAYS_0_EXT_0s, 13, 33, 75, 0, 0, 16, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_2048x32_ECC_0s, 0, 7, 16, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_2048x32_ECC_0s_0, 2, 5, 16, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_2048x32_ECC_0s_1, 0, 4, 16, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_2048x32_ECC_0s_2, 0, 4, 16, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_TAG_ARRAY_0s, 7, 28, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_TAG_ARRAY_EXT_0s, 7, 28, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_128x21_ECC_0s, 0, 5, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_TLB, 0, 147, 1, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMA_L1_AHB_RAM_INIT_1s_MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV, 15, 21, 12, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_INIT_MUX_0, 0, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_INIT_MUX_1, 0, 97, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_FRONTEND_FRONTEND_0s, 629, 949, 146, 0, 0, 5, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ICACHE_ICACHE_0s_1s, 236, 524, 116, 0, 0, 5, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_DATA_ARRAYS_0_0_0s, 11, 21, 75, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_DATA_ARRAYS_0_0_EXT_0s, 11, 21, 75, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_2048x32_ECC_0s_4, 2, 4, 64, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_TAG_ARRAY_0_0s, 7, 24, 7, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_TAG_ARRAY_0_EXT_0s, 7, 24, 7, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_128x20_ECC_0s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMA_L1_AHB_RAM_INIT_1s_MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV_0, 15, 18, 12, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_INIT_MUX_2, 0, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_RAM_INIT_MUX_3, 0, 267, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_SHIFT_QUEUE, 325, 340, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_TLB_1, 0, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_INT_SYNC_CROSSING_SINK, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_SYNCHRONIZER_SHIFT_REG_W1_D3, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_TLBUFFER_SYSTEM_BUS, 371, 210, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_QUEUE_11, 161, 91, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_QUEUE_14, 123, 69, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_QUEUE_6_2, 87, 50, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_TLXBAR_TL_MASTER_XBAR, 13, 127, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RVc, 887, 2895, 384, 0, 2, 0, 6, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ALU, 0, 454, 33, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_BREAKPOINT_UNIT, 0, 601, 192, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_CSRFILE, 297, 579, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_MUL_DIV, 120, 1086, 121, 0, 2, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RVc_0, 3890, 6699, 2682, 0, 4, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_DIV_SQRT_REC_FN_SMALL, 100, 576, 77, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_DIV_SQRT_REC_FNTO_RAW_SMALL, 100, 257, 41, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ROUND_RAW_FNTO_REC_FN_1, 0, 319, 36, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ROUND_ANY_RAW_FNTO_REC_FN_2, 0, 319, 36, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_FPTO_FP, 104, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_FPTO_INT, 72, 474, 96, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_COMPARE_REC_FN, 0, 68, 45, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_REC_FNTO_IN, 0, 202, 43, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_FPUDECODER, 0, 18, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_FPUFMAPIPE_0s, 257, 1436, 211, 0, 4, 0, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_MUL_ADD_REC_FNPIPE, 152, 1432, 211, 0, 4, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_MUL_ADD_REC_FNTO_RAW_POST_MUL, 0, 726, 89, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_MUL_ADD_REC_FNTO_RAW_PRE_MUL, 0, 414, 38, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ROUND_RAW_FNTO_REC_FN_0, 0, 289, 36, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ROUND_ANY_RAW_FNTO_REC_FN_0, 0, 289, 36, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_INT_TO_FP, 72, 512, 79, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_INTO_REC_FN, 0, 302, 56, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ROUND_ANY_RAW_FNTO_REC_FN_1, 0, 60, 24, 0, 0, 0, 0, 0, 0
.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_COREPLEX_LOCAL_INTERRUPTER_CLINT, 129, 176, 192, 0, 0, 0, 0, 0, 0
.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_DEBUG_TRANSPORT_MODULE_JTAG, 168, 121, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_CAPTURE_CHAIN, 32, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_CAPTURE_UPDATE_CHAIN, 32, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_CAPTURE_UPDATE_CHAIN_1, 41, 43, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_JTAG_BYPASS_CHAIN, 1, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_JTAG_TAP_CONTROLLER, 15, 31, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_CAPTURE_UPDATE_CHAIN_2, 5, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_JTAG_STATE_MACHINE, 4, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ASYNC_RESET_REG_VEC_W4_I15, 4, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ASYNC_RESET_REG, 1, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ASYNC_RESET_REG_0, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ASYNC_RESET_REG_1, 1, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ASYNC_RESET_REG_2, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_NEGATIVE_EDGE_LATCH_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_NEGATIVE_EDGE_LATCH_2, 5, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_INT_SYNC_CROSSING_SOURCE_2, 3, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ASYNC_RESET_REG_VEC_W1_I0_21_29, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ASYNC_RESET_REG_32, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ASYNC_RESET_REG_VEC_W2_I0, 2, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ASYNC_RESET_REG_32_0, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_ASYNC_RESET_REG_32_1, 1, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_INT_XING, 6, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_SYNCHRONIZER_SHIFT_REG_W31_D3, 6, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_PERIPHERY_BUS_PBUS, 466, 877, 32, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_TLATOMIC_AUTOMATA_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 123, 382, 32, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_TLBUFFER_PERIPHERY_BUS_SLAVE_TLFRAGMENTER, 226, 124, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. MIV_RV32IMAF_L1_AHB_C0_MIV_RV32IMAF_L1_AHB_C0_0_MIV_RV32IMAF_L1_AHB_QUEUE_1_1, 81, 46, 0, 0, 0, 0, 0, 0, 0
